"space","time","u","f"
0.16,0.9500000000000001,-0.0030466511333477535,0.4221639627510076
0.16,0.96,-0.002510296321814401,0.4221639627510076
0.16,0.97,-0.001937453802712947,0.4221639627510076
0.16,0.98,-0.001328123576043395,0.4221639627510076
0.16,0.99,-0.000682305641805746,0.4221639627510076
0.16,1.,3.8963557327608735e-19,0.4221639627510076
0.17,0.,7.771561172376134e-20,0.4381533400219318
0.17,0.01,-0.0007078774469015003,0.4381533400219318
0.17,0.02,-0.0013780294163652429,0.4381533400219318
0.17,0.03,-0.002010455908391228,0.4381533400219318
0.17,0.04,-0.002605156922979456,0.4381533400219318
0.17,0.05,-0.003162132460129926,0.4381533400219318
0.17,0.06,-0.0036864254982101265,0.4381533400219318
0.17,0.07,-0.00418262945124375,0.4381533400219318
0.17,0.08,-0.004650744319230796,0.4381533400219318
0.17,0.09,-0.005090770102171263,0.4381533400219318
0.17,0.1,-0.005502706800065153,0.4381533400219318
0.17,0.11,-0.005890390333302259,0.4381533400219318
0.17,0.12,-0.0062571130299155855,0.4381533400219318
0.17,0.13,-0.006602874889905135,0.4381533400219318
0.17,0.14,-0.006927675913270905,0.4381533400219318
0.17,0.15,-0.007231516100012898,0.4381533400219318
0.17,0.16,-0.007517202699553939,0.4381533400219318
0.17,0.17,-0.007787183390976816,0.4381533400219318
0.17,0.18,-0.008041458174281528,0.4381533400219318
0.17,0.19,-0.008280027049468078,0.4381533400219318
0.17,0.2,-0.008502890016536462,0.4381533400219318
0.17,0.21,-0.008712113282330508,0.4381533400219318
0.17,0.22,-0.008909482270149514,0.4381533400219318
0.17,0.23,-0.009094996979993475,0.4381533400219318
0.17,0.24,-0.009268657411862386,0.4381533400219318
0.17,0.25,-0.009430463565756253,0.4381533400219318
0.17,0.26,-0.009581916995248458,0.4381533400219318
0.17,0.27,-0.009724308531037179,0.4381533400219318
0.17,0.28,-0.009857638173122416,0.4381533400219318
0.17,0.29,-0.009981905921504169,0.4381533400219318
0.17,0.3,-0.01009711177618244,0.4381533400219318
0.17,0.31,-0.010204328650267276,0.4381533400219318
0.17,0.32,-0.010304466303295378,0.4381533400219318
0.17,0.33,-0.01039752473526674,0.4381533400219318
0.17,0.34,-0.010483503946181362,0.4381533400219318
0.17,0.35000000000000003,-0.010562403936039248,0.4381533400219318
0.17,0.36,-0.010634964433979278,0.4381533400219318
0.17,0.37,-0.010701795826205281,0.4381533400219318
0.17,0.38,-0.01076289811271726,0.4381533400219318
0.17,0.39,-0.010818271293515215,0.4381533400219318
0.17,0.4,-0.010867915368599147,0.4381533400219318
0.17,0.41000000000000003,-0.010912303073198976,0.4381533400219318
0.17,0.42,-0.010951799869443397,0.4381533400219318
0.17,0.43,-0.010986405757332418,0.4381533400219318
0.17,0.44,-0.011016120736866038,0.4381533400219318
0.17,0.45,-0.011040944808044259,0.4381533400219318
0.17,0.46,-0.01106112593222838,0.4381533400219318
0.17,0.47000000000000003,-0.011076817323407893,0.4381533400219318
0.17,0.48,-0.011088018981582815,0.4381533400219318
0.17,0.49,-0.011094730906753144,0.4381533400219318
0.17,0.5,-0.011096953098918875,0.4381533400219318
0.17,0.51,-0.011094730906753147,0.4381533400219318
0.17,0.52,-0.011088018981582825,0.4381533400219318
0.17,0.53,-0.011076817323407907,0.4381533400219318
0.17,0.54,-0.011061125932228393,0.4381533400219318
0.17,0.55,-0.011040944808044285,0.4381533400219318
0.17,0.56,-0.011016120736866059,0.4381533400219318
0.17,0.5700000000000001,-0.010986405757332438,0.4381533400219318
0.17,0.58,-0.01095179986944342,0.4381533400219318
0.17,0.59,-0.010912303073199,0.4381533400219318
0.17,0.6,-0.010867915368599183,0.4381533400219318
0.17,0.61,-0.010818271293515232,0.4381533400219318
0.17,0.62,-0.010762898112717278,0.4381533400219318
0.17,0.63,-0.010701795826205306,0.4381533400219318
0.17,0.64,-0.010634964433979311,0.4381533400219318
0.17,0.65,-0.0105624039360393,0.4381533400219318
0.17,0.66,-0.010483503946181383,0.4381533400219318
0.17,0.67,-0.010397524735266759,0.4381533400219318
0.17,0.68,-0.0103044663032954,0.4381533400219318
0.17,0.6900000000000001,-0.0102043286502673,0.4381533400219318
0.17,0.7000000000000001,-0.010097111776182464,0.4381533400219318
0.17,0.71,-0.009981905921504188,0.4381533400219318
0.17,0.72,-0.009857638173122435,0.4381533400219318
0.17,0.73,-0.0097243085310372,0.4381533400219318
0.17,0.74,-0.00958191699524848,0.4381533400219318
0.17,0.75,-0.009430463565756273,0.4381533400219318
0.17,0.76,-0.009268657411862415,0.4381533400219318
0.17,0.77,-0.009094996979993504,0.4381533400219318
0.17,0.78,-0.008909482270149545,0.4381533400219318
0.17,0.79,-0.00871211328233054,0.4381533400219318
0.17,0.8,-0.008502890016536487,0.4381533400219318
0.17,0.81,-0.00828002704946811,0.4381533400219318
0.17,0.8200000000000001,-0.008041458174281561,0.4381533400219318
0.17,0.8300000000000001,-0.007787183390976849,0.4381533400219318
0.17,0.84,-0.007517202699553976,0.4381533400219318
0.17,0.85,-0.007231516100012937,0.4381533400219318
0.17,0.86,-0.006927675913270941,0.4381533400219318
0.17,0.87,-0.0066028748899051685,0.4381533400219318
0.17,0.88,-0.006257113029915618,0.4381533400219318
0.17,0.89,-0.0058903903333022865,0.4381533400219318
0.17,0.9,-0.005502706800065178,0.4381533400219318
0.17,0.91,-0.0050907701021712815,0.4381533400219318
0.17,0.92,-0.004650744319230809,0.4381533400219318
0.17,0.93,-0.004182629451243761,0.4381533400219318
0.17,0.9400000000000001,-0.003686425498210137,0.4381533400219318
0.17,0.9500000000000001,-0.0031621324601299352,0.4381533400219318
0.17,0.96,-0.002605156922979469,0.4381533400219318
0.17,0.97,-0.0020104559083912385,0.4381533400219318
0.17,0.98,-0.0013780294163652502,0.4381533400219318
0.17,0.99,-0.0007078774469015041,0.4381533400219318
0.17,1.,-1.039499639850339e-19,0.4381533400219318
0.18,0.,3.8302694349567895e-19,0.4524135262330098
0.18,0.01,-0.0007308466780760218,0.4524135262330098
0.18,0.02,-0.0014227301088446257,0.4524135262330098
0.18,0.03,-0.002075650292305812,0.4524135262330098
0.18,0.04,-0.0026896072284595804,0.4524135262330098
0.18,0.05,-0.0032646009173059303,0.4524135262330098
0.18,0.06,-0.0038059147976664633,0.4524135262330098
0.18,0.07,-0.004318217992367298,0.4524135262330098
0.18,0.08,-0.004801510501408432,0.4524135262330098
0.18,0.09,-0.005255792324789865,0.4524135262330098
0.18,0.1,-0.005681063462511597,0.4524135262330098
0.18,0.11,-0.006081331157242945,0.4524135262330098
0.18,0.12,-0.0064599502919927745,0.4524135262330098
0.18,0.13,-0.006816920866761087,0.4524135262330098
0.18,0.14,-0.007152242881547883,0.4524135262330098
0.18,0.15,-0.007465916336353162,0.4524135262330098
0.18,0.16,-0.007760876913853614,0.4524135262330098
0.18,0.17,-0.008039616273658274,0.4524135262330098
0.18,0.18,-0.00830213441576714,0.4524135262330098
0.18,0.19,-0.008548431340180213,0.4524135262330098
0.18,0.2,-0.008778507046897492,0.4524135262330098
0.18,0.21,-0.008994522314178693,0.4524135262330098
0.18,0.22,-0.009198294365581328,0.4524135262330098
0.18,0.23,-0.009389823201105395,0.4524135262330098
0.18,0.24,-0.00956910882075089,0.4524135262330098
0.18,0.25,-0.009736151224517814,0.4524135262330098
0.18,0.26,-0.00989252167399601,0.4524135262330098
0.18,0.27,-0.010039532909769753,0.4524135262330098
0.18,0.28,-0.010177184931839047,0.4524135262330098
0.18,0.29,-0.01030547774020389,0.4524135262330098
0.18,0.3,-0.010424411334864285,0.4524135262330098
0.18,0.31,-0.010535109579553018,0.4524135262330098
0.18,0.32,-0.010638496334513553,0.4524135262330098
0.18,0.33,-0.010734571599745888,0.4524135262330098
0.18,0.34,-0.010823335375250024,0.4524135262330098
0.18,0.35000000000000003,-0.01090478766102596,0.4524135262330098
0.18,0.36,-0.010979704959539928,0.4524135262330098
0.18,0.37,-0.011048705180843827,0.4524135262330098
0.18,0.38,-0.01111178832493766,0.4524135262330098
0.18,0.39,-0.011168954391821423,0.4524135262330098
0.18,0.4,-0.01122020338149512,0.4524135262330098
0.18,0.41000000000000003,-0.011266033904915736,0.4524135262330098
0.18,0.42,-0.011306813049672588,0.4524135262330098
0.18,0.43,-0.011342540815765674,0.4524135262330098
0.18,0.44,-0.011373217203194997,0.4524135262330098
0.18,0.45,-0.011398842211960558,0.4524135262330098
0.18,0.46,-0.011419681095027868,0.4524135262330098
0.18,0.47000000000000003,-0.011435882937313086,0.4524135262330098
0.18,0.48,-0.011447447738816225,0.4524135262330098
0.18,0.49,-0.011454375499537284,0.4524135262330098
0.18,0.5,-0.011456666219476264,0.4524135262330098
0.18,0.51,-0.011454375499537291,0.4524135262330098
0.18,0.52,-0.011447447738816235,0.4524135262330098
0.18,0.53,-0.0114358829373131,0.4524135262330098
0.18,0.54,-0.011419681095027886,0.4524135262330098
0.18,0.55,-0.011398842211960592,0.4524135262330098
0.18,0.56,-0.011373217203195032,0.4524135262330098
0.18,0.5700000000000001,-0.011342540815765708,0.4524135262330098
0.18,0.58,-0.011306813049672624,0.4524135262330098
0.18,0.59,-0.011266033904915778,0.4524135262330098
0.18,0.6,-0.011220203381495169,0.4524135262330098
0.18,0.61,-0.011168954391821447,0.4524135262330098
0.18,0.62,-0.011111788324937685,0.4524135262330098
0.18,0.63,-0.01104870518084386,0.4524135262330098
0.18,0.64,-0.010979704959539972,0.4524135262330098
0.18,0.65,-0.010904787661026025,0.4524135262330098
0.18,0.66,-0.010823335375250046,0.4524135262330098
0.18,0.67,-0.01073457159974591,0.4524135262330098
0.18,0.68,-0.010638496334513576,0.4524135262330098
0.18,0.6900000000000001,-0.010535109579553042,0.4524135262330098
0.18,0.7000000000000001,-0.010424411334864313,0.4524135262330098
0.18,0.71,-0.010305477740203912,0.4524135262330098
0.18,0.72,-0.01017718493183907,0.4524135262330098
0.18,0.73,-0.010039532909769779,0.4524135262330098
0.18,0.74,-0.009892521673996037,0.4524135262330098
0.18,0.75,-0.009736151224517844,0.4524135262330098
0.18,0.76,-0.009569108820750922,0.4524135262330098
0.18,0.77,-0.009389823201105426,0.4524135262330098
0.18,0.78,-0.00919829436558136,0.4524135262330098
0.18,0.79,-0.008994522314178724,0.4524135262330098
0.18,0.8,-0.008778507046897515,0.4524135262330098
0.18,0.81,-0.008548431340180247,0.4524135262330098
0.18,0.8200000000000001,-0.008302134415767173,0.4524135262330098
0.18,0.8300000000000001,-0.008039616273658309,0.4524135262330098
0.18,0.84,-0.007760876913853653,0.4524135262330098
0.18,0.85,-0.007465916336353202,0.4524135262330098
0.18,0.86,-0.007152242881547919,0.4524135262330098
0.18,0.87,-0.006816920866761122,0.4524135262330098
0.18,0.88,-0.0064599502919928066,0.4524135262330098
0.18,0.89,-0.006081331157242973,0.4524135262330098
0.18,0.9,-0.005681063462511623,0.4524135262330098
0.18,0.91,-0.005255792324789882,0.4524135262330098
0.18,0.92,-0.004801510501408444,0.4524135262330098
0.18,0.93,-0.004318217992367308,0.4524135262330098
0.18,0.9400000000000001,-0.0038059147976664733,0.4524135262330098
0.18,0.9500000000000001,-0.003264600917305938,0.4524135262330098
0.18,0.96,-0.002689607228459594,0.4524135262330098
0.18,0.97,-0.002075650292305823,0.4524135262330098
0.18,0.98,-0.0014227301088446337,0.4524135262330098
0.18,0.99,-0.0007308466780760263,0.4524135262330098
0.18,1.,-5.57089749743129e-19,0.4524135262330098
0.19,0.,8.659739592076225e-19,0.4648882429441257
0.19,0.01,-0.0007512133353293075,0.4648882429441257
0.19,0.02,-0.0014622256534815373,0.4648882429441257
0.19,0.03,-0.0021330369544566886,0.4648882429441257
0.19,0.04,-0.0027636472382547616,0.4648882429441257
0.19,0.05,-0.003354056504875756,0.4648882429441257
0.19,0.06,-0.003910550625813615,0.4648882429441257
0.19,0.07,-0.004437112460478654,0.4648882429441257
0.19,0.08,-0.00493374200887087,0.4648882429441257
0.19,0.09,-0.005400439270990261,0.4648882429441257
0.19,0.1,-0.00583720424683683,0.4648882429441257
0.19,0.11,-0.006248677414932585,0.4648882429441257
0.19,0.12,-0.0066378142996890805,0.4648882429441257
0.19,0.13,-0.007004614901106321,0.4648882429441257
0.19,0.14,-0.007349079219184305,0.4648882429441257
0.19,0.15,-0.007671207253923033,0.4648882429441257
0.19,0.16,-0.007974432192839602,0.4648882429441257
0.19,0.17,-0.00826092060448275,0.4648882429441257
0.19,0.18,-0.008530672488852477,0.4648882429441257
0.19,0.19,-0.00878368784594878,0.4648882429441257
0.19,0.2,-0.009019966675771662,0.4648882429441257
0.19,0.21,-0.009242036393444269,0.4648882429441257
0.19,0.22,-0.009451473957334791,0.4648882429441257
0.19,0.23,-0.009648279367443221,0.4648882429441257
0.19,0.24,-0.009832452623769554,0.4648882429441257
0.19,0.25,-0.010003993726313791,0.4648882429441257
0.19,0.26,-0.010164751327453769,0.4648882429441257
0.19,0.27,-0.010315852394888324,0.4648882429441257
0.19,0.28,-0.010457296928617462,0.4648882429441257
0.19,0.29,-0.010589084928641185,0.4648882429441257
0.19,0.3,-0.010711216394959495,0.4648882429441257
0.19,0.31,-0.010825026138564524,0.4648882429441257
0.19,0.32,-0.010931292123769896,0.4648882429441257
0.19,0.33,-0.011030014350575604,0.4648882429441257
0.19,0.34,-0.011121192818981655,0.4648882429441257
0.19,0.35000000000000003,-0.011204827528988045,0.4648882429441257
0.19,0.36,-0.011281858779702046,0.4648882429441257
0.19,0.37,-0.011352784981709937,0.4648882429441257
0.19,0.38,-0.011417606135011717,0.4648882429441257
0.19,0.39,-0.011476322239607387,0.4648882429441257
0.19,0.4,-0.011528933295496946,0.4648882429441257
0.19,0.41000000000000003,-0.011576069096159472,0.4648882429441257
0.19,0.42,-0.011617993047849875,0.4648882429441257
0.19,0.43,-0.011654705150568151,0.4648882429441257
0.19,0.44,-0.0116862054043143,0.4648882429441257
0.19,0.45,-0.011712493809088323,0.4648882429441257
0.19,0.46,-0.011733945930230909,0.4648882429441257
0.19,0.47000000000000003,-0.01175061370281391,0.4648882429441257
0.19,0.48,-0.011762497126837346,0.4648882429441257
0.19,0.49,-0.011769596202301221,0.4648882429441257
0.19,0.5,-0.011771910929205532,0.4648882429441257
0.19,0.51,-0.01176959620230123,0.4648882429441257
0.19,0.52,-0.01176249712683736,0.4648882429441257
0.19,0.53,-0.011750613702813927,0.4648882429441257
0.19,0.54,-0.01173394593023093,0.4648882429441257
0.19,0.55,-0.01171249380908837,0.4648882429441257
0.19,0.56,-0.011686205404314353,0.4648882429441257
0.19,0.5700000000000001,-0.011654705150568203,0.4648882429441257
0.19,0.58,-0.011617993047849932,0.4648882429441257
0.19,0.59,-0.011576069096159533,0.4648882429441257
0.19,0.6,-0.011528933295497009,0.4648882429441257
0.19,0.61,-0.01147632223960742,0.4648882429441257
0.19,0.62,-0.011417606135011754,0.4648882429441257
0.19,0.63,-0.011352784981709982,0.4648882429441257
0.19,0.64,-0.011281858779702102,0.4648882429441257
0.19,0.65,-0.011204827528988121,0.4648882429441257
0.19,0.66,-0.011121192818981678,0.4648882429441257
0.19,0.67,-0.011030014350575627,0.4648882429441257
0.19,0.68,-0.010931292123769918,0.4648882429441257
0.19,0.6900000000000001,-0.01082502613856455,0.4648882429441257
0.19,0.7000000000000001,-0.010711216394959523,0.4648882429441257
0.19,0.71,-0.010589084928641213,0.4648882429441257
0.19,0.72,-0.01045729692861749,0.4648882429441257
0.19,0.73,-0.010315852394888352,0.4648882429441257
0.19,0.74,-0.0101647513274538,0.4648882429441257
0.19,0.75,-0.010003993726313828,0.4648882429441257
0.19,0.76,-0.009832452623769587,0.4648882429441257
0.19,0.77,-0.009648279367443252,0.4648882429441257
0.19,0.78,-0.009451473957334823,0.4648882429441257
0.19,0.79,-0.0092420363934443,0.4648882429441257
0.19,0.8,-0.00901996667577168,0.4648882429441257
0.19,0.81,-0.008783687845948815,0.4648882429441257
0.19,0.8200000000000001,-0.008530672488852512,0.4648882429441257
0.19,0.8300000000000001,-0.008260920604482786,0.4648882429441257
0.19,0.84,-0.007974432192839642,0.4648882429441257
0.19,0.85,-0.007671207253923071,0.4648882429441257
0.19,0.86,-0.0073490792191843405,0.4648882429441257
0.19,0.87,-0.007004614901106354,0.4648882429441257
0.19,0.88,-0.00663781429968911,0.4648882429441257
0.19,0.89,-0.006248677414932611,0.4648882429441257
0.19,0.9,-0.005837204246836855,0.4648882429441257
0.19,0.91,-0.005400439270990278,0.4648882429441257
0.19,0.92,-0.004933742008870881,0.4648882429441257
0.19,0.93,-0.004437112460478663,0.4648882429441257
0.19,0.9400000000000001,-0.0039105506258136245,0.4648882429441257
0.19,0.9500000000000001,-0.0033540565048757625,0.4648882429441257
0.19,0.96,-0.0027636472382547754,0.4648882429441257
0.19,0.97,-0.0021330369544567,0.4648882429441257
0.19,0.98,-0.0014622256534815455,0.4648882429441257
0.19,0.99,-0.0007512133353293127,0.4648882429441257
0.19,1.,-9.134786599463706e-19,0.4648882429441257
0.2,0.,1.5265566588595914e-18,0.4755282581475768
0.2,0.01,-0.0007689774186613573,0.4755282581475768
0.2,0.02,-0.001496516050275977,0.4755282581475768
0.2,0.03,-0.002182615894843858,0.4755282581475768
0.2,0.04,-0.0028272769523650003,0.4755282581475768
0.2,0.05,-0.0034304992228394032,0.4755282581475768
0.2,0.06,-0.004000332982651582,0.4755282581475768
0.2,0.07,-0.004539312855577819,0.4755282581475768
0.2,0.08,-0.00504743884161811,0.4755282581475768
0.2,0.09,-0.005524710940772453,0.4755282581475768
0.2,0.1,-0.005971129153040851,0.4755282581475768
0.2,0.11,-0.006392429106371178,0.4755282581475768
0.2,0.12,-0.006790705053004503,0.4755282581475768
0.2,0.13,-0.007165956992940834,0.4755282581475768
0.2,0.14,-0.0075181849261801706,0.4755282581475768
0.2,0.15,-0.007847388852722513,0.4755282581475768
0.2,0.16,-0.0081578685365119,0.4755282581475768
0.2,0.17,-0.008451096383450245,0.4755282581475768
0.2,0.18,-0.008727072393537538,0.4755282581475768
0.2,0.19,-0.008985796566773776,0.4755282581475768
0.2,0.2,-0.009227268903158965,0.4755282581475768
0.2,0.21,-0.009454655520127234,0.4755282581475768
0.2,0.22,-0.0096690210454099,0.4755282581475768
0.2,0.23,-0.009870365479006946,0.4755282581475768
0.2,0.24,-0.010058688820918373,0.4755282581475768
0.2,0.25,-0.01023399107114418,0.4755282581475768
0.2,0.26,-0.010398605955621731,0.4755282581475768
0.2,0.27,-0.010553266986392886,0.4755282581475768
0.2,0.28,-0.010697974163457661,0.4755282581475768
0.2,0.29,-0.010832727486816053,0.4755282581475768
0.2,0.3,-0.010957526956468065,0.4755282581475768
0.2,0.31,-0.011074078327301794,0.4755282581475768
0.2,0.32,-0.011182853671064403,0.4755282581475768
0.2,0.33,-0.01128385298775589,0.4755282581475768
0.2,0.34,-0.011377076277376256,0.4755282581475768
0.2,0.35000000000000003,-0.0114625235399255,0.4755282581475768
0.2,0.36,-0.011541425894465631,0.4755282581475768
0.2,0.37,-0.01161403522880361,0.4755282581475768
0.2,0.38,-0.011680351542939435,0.4755282581475768
0.2,0.39,-0.011740374836873105,0.4755282581475768
0.2,0.4,-0.011794105110604624,0.4755282581475768
0.2,0.41000000000000003,-0.011842408646930182,0.4755282581475768
0.2,0.42,-0.01188533986397526,0.4755282581475768
0.2,0.43,-0.011922898761739848,0.4755282581475768
0.2,0.44,-0.011955085340223947,0.4755282581475768
0.2,0.45,-0.011981899599427555,0.4755282581475768
0.2,0.46,-0.0120039204378375,0.4755282581475768
0.2,0.47000000000000003,-0.012021009619910365,0.4755282581475768
0.2,0.48,-0.012033167145646182,0.4755282581475768
0.2,0.49,-0.012040393015044951,0.4755282581475768
0.2,0.5,-0.012042687228106672,0.4755282581475768
0.2,0.51,-0.012040393015044963,0.4755282581475768
0.2,0.52,-0.012033167145646199,0.4755282581475768
0.2,0.53,-0.012021009619910386,0.4755282581475768
0.2,0.54,-0.012003920437837524,0.4755282581475768
0.2,0.55,-0.011981899599427614,0.4755282581475768
0.2,0.56,-0.011955085340224018,0.4755282581475768
0.2,0.5700000000000001,-0.011922898761739922,0.4755282581475768
0.2,0.58,-0.01188533986397534,0.4755282581475768
0.2,0.59,-0.011842408646930265,0.4755282581475768
0.2,0.6,-0.011794105110604703,0.4755282581475768
0.2,0.61,-0.01174037483687315,0.4755282581475768
0.2,0.62,-0.011680351542939484,0.4755282581475768
0.2,0.63,-0.011614035228803667,0.4755282581475768
0.2,0.64,-0.011541425894465702,0.4755282581475768
0.2,0.65,-0.011462523539925589,0.4755282581475768
0.2,0.66,-0.011377076277376275,0.4755282581475768
0.2,0.67,-0.011283852987755909,0.4755282581475768
0.2,0.68,-0.011182853671064424,0.4755282581475768
0.2,0.6900000000000001,-0.011074078327301819,0.4755282581475768
0.2,0.7000000000000001,-0.010957526956468096,0.4755282581475768
0.2,0.71,-0.010832727486816084,0.4755282581475768
0.2,0.72,-0.010697974163457693,0.4755282581475768
0.2,0.73,-0.010553266986392919,0.4755282581475768
0.2,0.74,-0.010398605955621764,0.4755282581475768
0.2,0.75,-0.010233991071144226,0.4755282581475768
0.2,0.76,-0.01005868882091841,0.4755282581475768
0.2,0.77,-0.00987036547900698,0.4755282581475768
0.2,0.78,-0.009669021045409933,0.4755282581475768
0.2,0.79,-0.009454655520127269,0.4755282581475768
0.2,0.8,-0.009227268903158982,0.4755282581475768
0.2,0.81,-0.008985796566773813,0.4755282581475768
0.2,0.8200000000000001,-0.008727072393537573,0.4755282581475768
0.2,0.8300000000000001,-0.008451096383450282,0.4755282581475768
0.2,0.84,-0.008157868536511941,0.4755282581475768
0.2,0.85,-0.007847388852722546,0.4755282581475768
0.2,0.86,-0.007518184926180202,0.4755282581475768
0.2,0.87,-0.007165956992940863,0.4755282581475768
0.2,0.88,-0.006790705053004528,0.4755282581475768
0.2,0.89,-0.006392429106371199,0.4755282581475768
0.2,0.9,-0.0059711291530408755,0.4755282581475768
0.2,0.91,-0.005524710940772468,0.4755282581475768
0.2,0.92,-0.005047438841618119,0.4755282581475768
0.2,0.93,-0.004539312855577827,0.4755282581475768
0.2,0.9400000000000001,-0.00400033298265159,0.4755282581475768
0.2,0.9500000000000001,-0.003430499222839408,0.4755282581475768
0.2,0.96,-0.0028272769523650138,0.4755282581475768
0.2,0.97,-0.0021826158948438697,0.4755282581475768
0.2,0.98,-0.0014965160502759859,0.4755282581475768
0.2,0.99,-0.0007689774186613632,0.4755282581475768
0.2,1.,-1.1168115705429268e-18,0.4755282581475768
0.21,0.,-4.9960036108132115e-20,0.4842915805643155
0.21,0.01,-0.0007826620271634878,0.4842915805643155
0.21,0.02,-0.0015234587608500042,0.4842915805643155
0.21,0.03,-0.0022223902010595495,0.4842915805643155
0.21,0.04,-0.0028794563477921244,0.4842915805643155
0.21,0.05,-0.0034946572010477266,0.4842915805643155
0.21,0.06,-0.004074436588815409,0.4842915805643155
0.21,0.07,-0.0046230445277680365,0.4842915805643155
0.21,0.08,-0.005140481017905606,0.4842915805643155
0.21,0.09,-0.005626746059228122,0.4842915805643155
0.21,0.1,-0.006081839651735582,0.4842915805643155
0.21,0.11,-0.006510532386729659,0.4842915805643155
0.21,0.12,-0.006915964141707643,0.4842915805643155
0.21,0.13,-0.007298134916669532,0.4842915805643155
0.21,0.14,-0.007657044711615327,0.4842915805643155
0.21,0.15,-0.007992693526545027,0.4842915805643155
0.21,0.16,-0.00830860714247537,0.4842915805643155
0.21,0.17,-0.008607091357975353,0.4842915805643155
0.21,0.18,-0.008888146173044972,0.4842915805643155
0.21,0.19,-0.00915177158768423,0.4842915805643155
0.21,0.2,-0.009397967601893126,0.4842915805643155
0.21,0.21,-0.009629329746451186,0.4842915805643155
0.21,0.22,-0.009847536780455602,0.4842915805643155
0.21,0.23,-0.01005258870390637,0.4842915805643155
0.21,0.24,-0.010244485516803485,0.4842915805643155
0.21,0.25,-0.010423227219146953,0.4842915805643155
0.21,0.26,-0.010590711120368208,0.4842915805643155
0.21,0.27,-0.01074813871839279,0.4842915805643155
0.21,0.28,-0.0108955100132207,0.4842915805643155
0.21,0.29,-0.011032825004851933,0.4842915805643155
0.21,0.3,-0.011160083693286492,0.4842915805643155
0.21,0.31,-0.01127865467452471,0.4842915805643155
0.21,0.32,-0.011389369594362042,0.4842915805643155
0.21,0.33,-0.01149222845279849,0.4842915805643155
0.21,0.34,-0.011587231249834051,0.4842915805643155
0.21,0.35000000000000003,-0.011674377985468724,0.4842915805643155
0.21,0.36,-0.011754630837133757,0.4842915805643155
0.21,0.37,-0.011828525898033267,0.4842915805643155
0.21,0.38,-0.011896063168167268,0.4842915805643155
0.21,0.39,-0.011957242647535764,0.4842915805643155
0.21,0.4,-0.012012064336138752,0.4842915805643155
0.21,0.41000000000000003,-0.012061169965977272,0.4842915805643155
0.21,0.42,-0.012104847982235404,0.4842915805643155
0.21,0.43,-0.012143098384913148,0.4842915805643155
0.21,0.44,-0.0121759211740105,0.4842915805643155
0.21,0.45,-0.012203316349527461,0.4842915805643155
0.21,0.46,-0.012225662539593733,0.4842915805643155
0.21,0.47000000000000003,-0.01224302631452208,0.4842915805643155
0.21,0.48,-0.012255407674312522,0.4842915805643155
0.21,0.49,-0.012262806618965057,0.4842915805643155
0.21,0.5,-0.012265223148479687,0.4842915805643155
0.21,0.51,-0.01226280661896506,0.4842915805643155
0.21,0.52,-0.012255407674312529,0.4842915805643155
0.21,0.53,-0.012243026314522091,0.4842915805643155
0.21,0.54,-0.01222566253959375,0.4842915805643155
0.21,0.55,-0.012203316349527505,0.4842915805643155
0.21,0.56,-0.01217592117401052,0.4842915805643155
0.21,0.5700000000000001,-0.012143098384913167,0.4842915805643155
0.21,0.58,-0.012104847982235425,0.4842915805643155
0.21,0.59,-0.012061169965977298,0.4842915805643155
0.21,0.6,-0.012012064336138783,0.4842915805643155
0.21,0.61,-0.011957242647535784,0.4842915805643155
0.21,0.62,-0.01189606316816729,0.4842915805643155
0.21,0.63,-0.011828525898033288,0.4842915805643155
0.21,0.64,-0.01175463083713378,0.4842915805643155
0.21,0.65,-0.011674377985468762,0.4842915805643155
0.21,0.66,-0.01158723124983409,0.4842915805643155
0.21,0.67,-0.011492228452798523,0.4842915805643155
0.21,0.68,-0.011389369594362073,0.4842915805643155
0.21,0.6900000000000001,-0.011278654674524739,0.4842915805643155
0.21,0.7000000000000001,-0.011160083693286523,0.4842915805643155
0.21,0.71,-0.011032825004851969,0.4842915805643155
0.21,0.72,-0.010895510013220734,0.4842915805643155
0.21,0.73,-0.010748138718392827,0.4842915805643155
0.21,0.74,-0.01059071112036824,0.4842915805643155
0.21,0.75,-0.010423227219146982,0.4842915805643155
0.21,0.76,-0.010244485516803516,0.4842915805643155
0.21,0.77,-0.010052588703906403,0.4842915805643155
0.21,0.78,-0.00984753678045564,0.4842915805643155
0.21,0.79,-0.009629329746451226,0.4842915805643155
0.21,0.8,-0.009397967601893164,0.4842915805643155
0.21,0.81,-0.009151771587684265,0.4842915805643155
0.21,0.8200000000000001,-0.008888146173045007,0.4842915805643155
0.21,0.8300000000000001,-0.008607091357975388,0.4842915805643155
0.21,0.84,-0.008308607142475409,0.4842915805643155
0.21,0.85,-0.007992693526545065,0.4842915805643155
0.21,0.86,-0.007657044711615365,0.4842915805643155
0.21,0.87,-0.0072981349166695705,0.4842915805643155
0.21,0.88,-0.0069159641417076805,0.4842915805643155
0.21,0.89,-0.0065105323867296954,0.4842915805643155
0.21,0.9,-0.006081839651735614,0.4842915805643155
0.21,0.91,-0.00562674605922814,0.4842915805643155
0.21,0.92,-0.00514048101790562,0.4842915805643155
0.21,0.93,-0.004623044527768047,0.4842915805643155
0.21,0.9400000000000001,-0.004074436588815422,0.4842915805643155
0.21,0.9500000000000001,-0.0034946572010477414,0.4842915805643155
