"space","time","u","f"
0.5700000000000001,0.22,0.004329773688527066,-0.21288964578253636
0.5700000000000001,0.23,0.004419928636372772,-0.21288964578253636
0.5700000000000001,0.24,0.0045043261078324725,-0.21288964578253636
0.5700000000000001,0.25,0.004582966102906169,-0.21288964578253636
0.5700000000000001,0.26,0.004656563055514785,-0.21288964578253636
0.5700000000000001,0.27,0.004725758758285991,-0.21288964578253636
0.5700000000000001,0.28,0.004790553211219787,-0.21288964578253636
0.5700000000000001,0.29,0.004850946414316171,-0.21288964578253636
0.5700000000000001,0.3,0.004906938367575144,-0.21288964578253636
0.5700000000000001,0.31,0.0049590387297371395,-0.21288964578253636
0.5700000000000001,0.32,0.005007700801675861,-0.21288964578253636
0.5700000000000001,0.33,0.0050529245833913165,-0.21288964578253636
0.5700000000000001,0.34,0.005094710074883505,-0.21288964578253636
0.5700000000000001,0.35000000000000003,0.005133057276152429,-0.21288964578253636
0.5700000000000001,0.36,0.00516831638063387,-0.21288964578253636
0.5700000000000001,0.37,0.005200792929237098,-0.21288964578253636
0.5700000000000001,0.38,0.005230486921962115,-0.21288964578253636
0.5700000000000001,0.39,0.00525739835880892,-0.21288964578253636
0.5700000000000001,0.4,0.005281527239777515,-0.21288964578253636
0.5700000000000001,0.41000000000000003,0.005303095635682257,-0.21288964578253636
0.5700000000000001,0.42,0.0053222885778122795,-0.21288964578253636
0.5700000000000001,0.43,0.0053391060661675885,-0.21288964578253636
0.5700000000000001,0.44,0.005353548100748182,-0.21288964578253636
0.5700000000000001,0.45,0.005365614681554063,-0.21288964578253636
0.5700000000000001,0.46,0.005375419588123475,-0.21288964578253636
0.5700000000000001,0.47000000000000003,0.00538304388683065,-0.21288964578253636
0.5700000000000001,0.48,0.0053884875776755966,-0.21288964578253636
0.5700000000000001,0.49,0.0053917506606583135,-0.21288964578253636
0.5700000000000001,0.5,0.005392833135778802,-0.21288964578253636
0.5700000000000001,0.51,0.00539175066065832,-0.21288964578253636
0.5700000000000001,0.52,0.005388487577675599,-0.21288964578253636
0.5700000000000001,0.53,0.00538304388683065,-0.21288964578253636
0.5700000000000001,0.54,0.005375419588123473,-0.21288964578253636
0.5700000000000001,0.55,0.005365614681554068,-0.21288964578253636
0.5700000000000001,0.56,0.005353548100748187,-0.21288964578253636
0.5700000000000001,0.5700000000000001,0.005339106066167592,-0.21288964578253636
0.5700000000000001,0.58,0.005322288577812282,-0.21288964578253636
0.5700000000000001,0.59,0.005303095635682259,-0.21288964578253636
0.5700000000000001,0.6,0.005281527239777522,-0.21288964578253636
0.5700000000000001,0.61,0.005257398358808925,-0.21288964578253636
0.5700000000000001,0.62,0.005230486921962121,-0.21288964578253636
0.5700000000000001,0.63,0.005200792929237105,-0.21288964578253636
0.5700000000000001,0.64,0.00516831638063388,-0.21288964578253636
0.5700000000000001,0.65,0.005133057276152446,-0.21288964578253636
0.5700000000000001,0.66,0.00509471007488352,-0.21288964578253636
0.5700000000000001,0.67,0.0050529245833913295,-0.21288964578253636
0.5700000000000001,0.68,0.005007700801675872,-0.21288964578253636
0.5700000000000001,0.6900000000000001,0.004959038729737148,-0.21288964578253636
0.5700000000000001,0.7000000000000001,0.004906938367575158,-0.21288964578253636
0.5700000000000001,0.71,0.004850946414316186,-0.21288964578253636
0.5700000000000001,0.72,0.0047905532112198,-0.21288964578253636
0.5700000000000001,0.73,0.0047257587582860035,-0.21288964578253636
0.5700000000000001,0.74,0.004656563055514797,-0.21288964578253636
0.5700000000000001,0.75,0.00458296610290618,-0.21288964578253636
0.5700000000000001,0.76,0.004504326107832489,-0.21288964578253636
0.5700000000000001,0.77,0.004419928636372787,-0.21288964578253636
0.5700000000000001,0.78,0.00432977368852708,-0.21288964578253636
0.5700000000000001,0.79,0.0042338612642953705,-0.21288964578253636
0.5700000000000001,0.8,0.004132191363677655,-0.21288964578253636
0.5700000000000001,0.81,0.0040238773723048245,-0.21288964578253636
0.5700000000000001,0.8200000000000001,0.003907935215361605,-0.21288964578253636
0.5700000000000001,0.8300000000000001,0.0037843648928479945,-0.21288964578253636
0.5700000000000001,0.84,0.003653166404763996,-0.21288964578253636
0.5700000000000001,0.85,0.003514339751109606,-0.21288964578253636
0.5700000000000001,0.86,0.003366669730822679,-0.21288964578253636
0.5700000000000001,0.87,0.0032088192911001352,-0.21288964578253636
0.5700000000000001,0.88,0.0030407884319419813,-0.21288964578253636
0.5700000000000001,0.89,0.0028625771533482168,-0.21288964578253636
0.5700000000000001,0.9,0.0026741854553188425,-0.21288964578253636
0.5700000000000001,0.91,0.002473981261783261,-0.21288964578253636
0.5700000000000001,0.92,0.002260134546602703,-0.21288964578253636
0.5700000000000001,0.93,0.0020326453097771705,-0.21288964578253636
0.5700000000000001,0.9400000000000001,0.0017915135513066629,-0.21288964578253636
0.5700000000000001,0.9500000000000001,0.0015367392711911803,-0.21288964578253636
0.5700000000000001,0.96,0.0012660370137502917,-0.21288964578253636
0.5700000000000001,0.97,0.0009770119579107285,-0.21288964578253636
0.5700000000000001,0.98,0.000669664103672492,-0.21288964578253636
0.5700000000000001,0.99,0.0003439934510355817,-0.21288964578253636
0.5700000000000001,1.,-1.9316393348632725e-18,-0.21288964578253636
0.58,0.,-5.775380174100036e-19,-0.2408768370508575
0.58,0.01,0.0003890731054420728,-0.2408768370508575
0.58,0.02,0.0007573941523358794,-0.2408768370508575
0.58,0.03,0.0011049631406814188,-0.2408768370508575
0.58,0.04,0.0014317800704786916,-0.2408768370508575
0.58,0.05,0.0017378449417276972,-0.2408768370508575
0.58,0.06,0.002026024505715109,-0.2408768370508575
0.58,0.07,0.0022987528050123496,-0.2408768370508575
0.58,0.08,0.0025560298396194196,-0.2408768370508575
0.58,0.09,0.0027978556095363187,-0.2408768370508575
0.58,0.1,0.003024230114763048,-0.2408768370508575
0.58,0.11,0.003237319620343993,-0.2408768370508575
0.58,0.12,0.0034388789734025476,-0.2408768370508575
0.58,0.13,0.003628908173938713,-0.2408768370508575
0.58,0.14,0.003807407221952488,-0.2408768370508575
0.58,0.15,0.003974376117443873,-0.2408768370508575
0.58,0.16,0.004131403977669238,-0.2408768370508575
0.58,0.17,0.004279792320333559,-0.2408768370508575
0.58,0.18,0.004419541145436847,-0.2408768370508575
0.58,0.19,0.004550650452979103,-0.2408768370508575
0.58,0.2,0.004673120242960324,-0.2408768370508575
0.58,0.21,0.004788120197050141,-0.2408768370508575
0.58,0.22,0.004896599341138504,-0.2408768370508575
0.58,0.23,0.004998557675225416,-0.2408768370508575
0.58,0.24,0.005093995199310876,-0.2408768370508575
0.58,0.25,0.005182911913394888,-0.2408768370508575
0.58,0.26,0.005266159061083784,-0.2408768370508575
0.58,0.27,0.005344421435577877,-0.2408768370508575
0.58,0.28,0.005417699036877166,-0.2408768370508575
0.58,0.29,0.005485991864981651,-0.2408768370508575
0.58,0.3,0.005549299919891334,-0.2408768370508575
0.58,0.31,0.005608232856574092,-0.2408768370508575
0.58,0.32,0.005663271650098868,-0.2408768370508575
0.58,0.33,0.005714416300465668,-0.2408768370508575
0.58,0.34,0.005761666807674493,-0.2408768370508575
0.58,0.35000000000000003,0.005805023171725342,-0.2408768370508575
0.58,0.36,0.005844907757772573,-0.2408768370508575
0.58,0.37,0.005881640873108721,-0.2408768370508575
0.58,0.38,0.005915222517733789,-0.2408768370508575
0.58,0.39,0.005945652691647776,-0.2408768370508575
0.58,0.4,0.005972931394850682,-0.2408768370508575
0.58,0.41000000000000003,0.005997331482130654,-0.2408768370508575
0.58,0.42,0.006019041174922889,-0.2408768370508575
0.58,0.43,0.0060380604732273935,-0.2408768370508575
0.58,0.44,0.006054389377044169,-0.2408768370508575
0.58,0.45,0.0060680278863732146,-0.2408768370508575
0.58,0.46,0.006079123717436859,-0.2408768370508575
0.58,0.47000000000000003,0.006087749832846631,-0.2408768370508575
0.58,0.48,0.006093906232602539,-0.2408768370508575
0.58,0.49,0.006097592916704583,-0.2408768370508575
0.58,0.5,0.006098809885152763,-0.2408768370508575
0.58,0.51,0.006097592916704588,-0.2408768370508575
0.58,0.52,0.006093906232602541,-0.2408768370508575
0.58,0.53,0.006087749832846628,-0.2408768370508575
0.58,0.54,0.006079123717436855,-0.2408768370508575
0.58,0.55,0.006068027886373218,-0.2408768370508575
0.58,0.56,0.006054389377044176,-0.2408768370508575
0.58,0.5700000000000001,0.006038060473227398,-0.2408768370508575
0.58,0.58,0.006019041174922891,-0.2408768370508575
0.58,0.59,0.005997331482130656,-0.2408768370508575
0.58,0.6,0.005972931394850691,-0.2408768370508575
0.58,0.61,0.005945652691647783,-0.2408768370508575
0.58,0.62,0.005915222517733797,-0.2408768370508575
0.58,0.63,0.00588164087310873,-0.2408768370508575
0.58,0.64,0.005844907757772584,-0.2408768370508575
0.58,0.65,0.005805023171725359,-0.2408768370508575
0.58,0.66,0.005761666807674509,-0.2408768370508575
0.58,0.67,0.0057144163004656835,-0.2408768370508575
0.58,0.68,0.005663271650098882,-0.2408768370508575
0.58,0.6900000000000001,0.0056082328565741045,-0.2408768370508575
0.58,0.7000000000000001,0.005549299919891351,-0.2408768370508575
0.58,0.71,0.005485991864981667,-0.2408768370508575
0.58,0.72,0.00541769903687718,-0.2408768370508575
0.58,0.73,0.005344421435577889,-0.2408768370508575
0.58,0.74,0.005266159061083795,-0.2408768370508575
0.58,0.75,0.005182911913394898,-0.2408768370508575
0.58,0.76,0.005093995199310893,-0.2408768370508575
0.58,0.77,0.004998557675225432,-0.2408768370508575
0.58,0.78,0.004896599341138519,-0.2408768370508575
0.58,0.79,0.0047881201970501564,-0.2408768370508575
0.58,0.8,0.004673120242960343,-0.2408768370508575
0.58,0.81,0.004550650452979119,-0.2408768370508575
0.58,0.8200000000000001,0.004419541145436863,-0.2408768370508575
0.58,0.8300000000000001,0.004279792320333573,-0.2408768370508575
0.58,0.84,0.004131403977669252,-0.2408768370508575
0.58,0.85,0.003974376117443896,-0.2408768370508575
0.58,0.86,0.003807407221952515,-0.2408768370508575
0.58,0.87,0.0036289081739387377,-0.2408768370508575
0.58,0.88,0.003438878973402571,-0.2408768370508575
0.58,0.89,0.0032373196203440147,-0.2408768370508575
0.58,0.9,0.0030242301147630694,-0.2408768370508575
0.58,0.91,0.0027978556095363373,-0.2408768370508575
0.58,0.92,0.0025560298396194343,-0.2408768370508575
0.58,0.93,0.0022987528050123626,-0.2408768370508575
0.58,0.9400000000000001,0.0020260245057151212,-0.2408768370508575
0.58,0.9500000000000001,0.0017378449417277105,-0.2408768370508575
0.58,0.96,0.001431780070478702,-0.2408768370508575
0.58,0.97,0.0011049631406814262,-0.2408768370508575
0.58,0.98,0.0007573941523358837,-0.2408768370508575
0.58,0.99,0.00038907310544207416,-0.2408768370508575
0.58,1.,-2.1803056608765524e-18,-0.2408768370508575
0.59,0.,-1.1395329124752544e-18,-0.2679133974894982
0.59,0.01,0.0004328266822015051,-0.2679133974894982
0.59,0.02,0.0008424720457051512,-0.2679133974894982
0.59,0.03,0.0012289360905109363,-0.2679133974894982
0.59,0.04,0.0015922188166188618,-0.2679133974894982
0.59,0.05,0.001932320224028926,-0.2679133974894982
0.59,0.06,0.0022529672384782023,-0.2679133974894982
0.59,0.07,0.0025563542451921125,-0.2679133974894982
0.59,0.08,0.0028424812441706572,-0.2679133974894982
0.59,0.09,0.003111348235413836,-0.2679133974894982
0.59,0.1,0.0033629552189216507,-0.2679133974894982
0.59,0.11,0.003600040055365099,-0.2679133974894982
0.59,0.12,0.003824245006199378,-0.2679133974894982
0.59,0.13,0.004035570071424488,-0.2679133974894982
0.59,0.14,0.00423401525104043,-0.2679133974894982
0.59,0.15,0.004419580545047201,-0.2679133974894982
0.59,0.16,0.004594295186520496,-0.2679133974894982
0.59,0.17,0.004759358958442103,-0.2679133974894982
0.59,0.18,0.004914771860812031,-0.2679133974894982
0.59,0.19,0.005060533893630284,-0.2679133974894982
0.59,0.2,0.00519664505689686,-0.2679133974894982
0.59,0.21,0.005324599263405191,-0.2679133974894982
0.59,0.22,0.0054452693262966225,-0.2679133974894982
0.59,0.23,0.005558655245571157,-0.2679133974894982
0.59,0.24,0.005664757021228794,-0.2679133974894982
0.59,0.25,0.005763574653269534,-0.2679133974894982
0.59,0.26,0.005856202014642646,-0.2679133974894982
0.59,0.27,0.005943261079463559,-0.2679133974894982
0.59,0.28,0.006024751847732277,-0.2679133974894982
0.59,0.29,0.006100674319448798,-0.2679133974894982
0.59,0.3,0.006171028494613122,-0.2679133974894982
0.59,0.31,0.006236605546778766,-0.2679133974894982
0.59,0.32,0.006297832602851716,-0.2679133974894982
0.59,0.33,0.006354709662831982,-0.2679133974894982
0.59,0.34,0.006407236726719563,-0.2679133974894982
0.59,0.35000000000000003,0.00645541379451446,-0.2679133974894982
0.59,0.36,0.0064998001247006075,-0.2679133974894982
0.59,0.37,0.006540666069342805,-0.2679133974894982
0.59,0.38,0.006578011628441053,-0.2679133974894982
0.59,0.39,0.006611836801995348,-0.2679133974894982
0.59,0.4,0.0066421415900056935,-0.2679133974894982
0.59,0.41000000000000003,0.006669303287726093,-0.2679133974894982
0.59,0.42,0.006693459650245738,-0.2679133974894982
0.59,0.43,0.006714610677564639,-0.2679133974894982
0.59,0.44,0.006732756369682794,-0.2679133974894982
0.59,0.45,0.006747896726600203,-0.2679133974894982
0.59,0.46,0.006760260797673414,-0.2679133974894982
0.59,0.47000000000000003,0.0067698660453011155,-0.2679133974894982
0.59,0.48,0.006776712469483318,-0.2679133974894982
0.59,0.49,0.006780800070220022,-0.2679133974894982
0.59,0.5,0.006782128847511228,-0.2679133974894982
0.59,0.51,0.006780800070220028,-0.2679133974894982
0.59,0.52,0.006776712469483318,-0.2679133974894982
0.59,0.53,0.006769866045301111,-0.2679133974894982
0.59,0.54,0.006760260797673407,-0.2679133974894982
0.59,0.55,0.006747896726600205,-0.2679133974894982
0.59,0.56,0.006732756369682803,-0.2679133974894982
0.59,0.5700000000000001,0.006714610677564644,-0.2679133974894982
0.59,0.58,0.006693459650245743,-0.2679133974894982
0.59,0.59,0.006669303287726096,-0.2679133974894982
0.59,0.6,0.006642141590005705,-0.2679133974894982
0.59,0.61,0.006611836801995357,-0.2679133974894982
0.59,0.62,0.006578011628441061,-0.2679133974894982
0.59,0.63,0.006540666069342815,-0.2679133974894982
0.59,0.64,0.00649980012470062,-0.2679133974894982
0.59,0.65,0.006455413794514475,-0.2679133974894982
0.59,0.66,0.006407236726719584,-0.2679133974894982
0.59,0.67,0.006354709662832003,-0.2679133974894982
0.59,0.68,0.006297832602851735,-0.2679133974894982
0.59,0.6900000000000001,0.006236605546778783,-0.2679133974894982
0.59,0.7000000000000001,0.006171028494613146,-0.2679133974894982
0.59,0.71,0.006100674319448813,-0.2679133974894982
0.59,0.72,0.006024751847732291,-0.2679133974894982
0.59,0.73,0.005943261079463571,-0.2679133974894982
0.59,0.74,0.0058562020146426565,-0.2679133974894982
0.59,0.75,0.005763574653269545,-0.2679133974894982
0.59,0.76,0.00566475702122881,-0.2679133974894982
0.59,0.77,0.005558655245571173,-0.2679133974894982
0.59,0.78,0.005445269326296638,-0.2679133974894982
0.59,0.79,0.005324599263405208,-0.2679133974894982
0.59,0.8,0.005196645056896881,-0.2679133974894982
0.59,0.81,0.005060533893630303,-0.2679133974894982
0.59,0.8200000000000001,0.0049147718608120484,-0.2679133974894982
0.59,0.8300000000000001,0.004759358958442118,-0.2679133974894982
0.59,0.84,0.004594295186520512,-0.2679133974894982
0.59,0.85,0.004419580545047228,-0.2679133974894982
0.59,0.86,0.004234015251040461,-0.2679133974894982
0.59,0.87,0.004035570071424518,-0.2679133974894982
0.59,0.88,0.003824245006199406,-0.2679133974894982
0.59,0.89,0.0036000400553651253,-0.2679133974894982
0.59,0.9,0.003362955218921676,-0.2679133974894982
0.59,0.91,0.0031113482354138576,-0.2679133974894982
0.59,0.92,0.002842481244170675,-0.2679133974894982
0.59,0.93,0.002556354245192128,-0.2679133974894982
0.59,0.9400000000000001,0.0022529672384782175,-0.2679133974894982
0.59,0.9500000000000001,0.0019323202240289423,-0.2679133974894982
0.59,0.96,0.0015922188166188737,-0.2679133974894982
0.59,0.97,0.001228936090510945,-0.2679133974894982
0.59,0.98,0.0008424720457051563,-0.2679133974894982
0.59,0.99,0.00043282668220150707,-0.2679133974894982
0.59,1.,-2.321257965761746e-18,-0.2679133974894982
0.6,0.,-2.30371277609719e-18,-0.2938926261462365
0.6,0.01,0.0004752541813138767,-0.2938926261462365
0.6,0.02,0.000924897783780302,-0.2938926261462365
0.6,0.03,0.001348930807399273,-0.2938926261462365
0.6,0.04,0.0017473532521707904,-0.2938926261462365
0.6,0.05,0.0021201651180948536,-0.2938926261462365
0.6,0.06,0.00247234174959593,-0.2938926261462365
0.6,0.07,0.0028054496303164447,-0.2938926261462365
0.6,0.08,0.0031194887602563996,-0.2938926261462365
0.6,0.09,0.0034144591394157935,-0.2938926261462365
0.6,0.1,0.0036903607677946284,-0.2938926261462365
0.6,0.11,0.0039507384584115115,-0.2938926261462365
0.6,0.12,0.004196886530332447,-0.2938926261462365
0.6,0.13,0.004428804983557435,-0.2938926261462365
0.6,0.14,0.004646493818086474,-0.2938926261462365
0.6,0.15,0.004849953033919564,-0.2938926261462365
0.6,0.16,0.005041840031317753,-0.2938926261462365
0.6,0.17,0.005223064807173605,-0.2938926261462365
0.6,0.18,0.005393627361487136,-0.2938926261462365
0.6,0.19,0.005553527694258348,-0.2938926261462365
0.6,0.2,0.005702765805487239,-0.2938926261462365
0.6,0.21,0.0058432984633605,-0.2938926261462365
0.6,0.22,0.005975783644001417,-0.2938926261462365
0.6,0.23,0.006100221347409989,-0.2938926261462365
0.6,0.24,0.006216611573586217,-0.2938926261462365
0.6,0.25,0.006324954322530104,-0.2938926261462365
0.6,0.26,0.006426691916191362,-0.2938926261462365
0.6,0.27,0.0065222776899430315,-0.2938926261462365
0.6,0.28,0.0066117116437851104,-0.2938926261462365
0.6,0.29,0.0066949937777176,-0.2938926261462365
0.6,0.3,0.0067721240917405,-0.2938926261462365
0.6,0.31,0.0068441568003511505,-0.2938926261462365
0.6,0.32,0.006911383659934396,-0.2938926261462365
0.6,0.33,0.00697380467049025,-0.2938926261462365
0.6,0.34,0.007031419832018708,-0.2938926261462365
0.6,0.35000000000000003,0.007084229144519775,-0.2938926261462365
0.6,0.36,0.007132993481417965,-0.2938926261462365
0.6,0.37,0.007177868517939339,-0.2938926261462365
0.6,0.38,0.007218854254083894,-0.2938926261462365
0.6,0.39,0.007255950689851626,-0.2938926261462365
0.6,0.4,0.0072891578252425385,-0.2938926261462365
0.6,0.41000000000000003,0.007319011052468566,-0.2938926261462365
0.6,0.42,0.00734554400378082,-0.2938926261462365
0.6,0.43,0.007368756679179314,-0.2938926261462365
0.6,0.44,0.007388649078664048,-0.2938926261462365
0.6,0.45,0.007405221202235022,-0.2938926261462365
0.6,0.46,0.00741883082883313,-0.2938926261462365
0.6,0.47000000000000003,0.007429392524194094,-0.2938926261462365
0.6,0.48,0.007436906288317925,-0.2938926261462365
0.6,0.49,0.007441372121204623,-0.2938926261462365
0.6,0.5,0.007442790022854188,-0.2938926261462365
0.6,0.51,0.007441372121204628,-0.2938926261462365
0.6,0.52,0.007436906288317925,-0.2938926261462365
0.6,0.53,0.007429392524194089,-0.2938926261462365
0.6,0.54,0.00741883082883312,-0.2938926261462365
0.6,0.55,0.007405221202235021,-0.2938926261462365
0.6,0.56,0.00738864907866406,-0.2938926261462365
0.6,0.5700000000000001,0.007368756679179323,-0.2938926261462365
0.6,0.58,0.007345544003780827,-0.2938926261462365
0.6,0.59,0.0073190110524685706,-0.2938926261462365
0.6,0.6,0.007289157825242552,-0.2938926261462365
0.6,0.61,0.007255950689851638,-0.2938926261462365
0.6,0.62,0.007218854254083906,-0.2938926261462365
0.6,0.63,0.007177868517939352,-0.2938926261462365
0.6,0.64,0.007132993481417979,-0.2938926261462365
0.6,0.65,0.007084229144519786,-0.2938926261462365
0.6,0.66,0.007031419832018734,-0.2938926261462365
0.6,0.67,0.006973804670490276,-0.2938926261462365
0.6,0.68,0.0069113836599344215,-0.2938926261462365
0.6,0.6900000000000001,0.006844156800351175,-0.2938926261462365
0.6,0.7000000000000001,0.006772124091740533,-0.2938926261462365
0.6,0.71,0.006694993777717619,-0.2938926261462365
0.6,0.72,0.006611711643785125,-0.2938926261462365
0.6,0.73,0.006522277689943044,-0.2938926261462365
0.6,0.74,0.006426691916191371,-0.2938926261462365
0.6,0.75,0.006324954322530111,-0.2938926261462365
0.6,0.76,0.006216611573586231,-0.2938926261462365
0.6,0.77,0.006100221347410003,-0.2938926261462365
0.6,0.78,0.005975783644001432,-0.2938926261462365
0.6,0.79,0.0058432984633605195,-0.2938926261462365
0.6,0.8,0.005702765805487264,-0.2938926261462365
0.6,0.81,0.00555352769425837,-0.2938926261462365
0.6,0.8200000000000001,0.005393627361487156,-0.2938926261462365
0.6,0.8300000000000001,0.0052230648071736226,-0.2938926261462365
0.6,0.84,0.005041840031317771,-0.2938926261462365
0.6,0.85,0.004849953033919598,-0.2938926261462365
0.6,0.86,0.0046464938180865115,-0.2938926261462365
0.6,0.87,0.00442880498355747,-0.2938926261462365
0.6,0.88,0.0041968865303324806,-0.2938926261462365
0.6,0.89,0.003950738458411543,-0.2938926261462365
0.6,0.9,0.003690360767794658,-0.2938926261462365
0.6,0.91,0.003414459139415819,-0.2938926261462365
0.6,0.92,0.0031194887602564204,-0.2938926261462365
0.6,0.93,0.0028054496303164633,-0.2938926261462365
0.6,0.9400000000000001,0.002472341749595948,-0.2938926261462365
0.6,0.9500000000000001,0.0021201651180948735,-0.2938926261462365
0.6,0.96,0.0017473532521708047,-0.2938926261462365
0.6,0.97,0.0013489308073992836,-0.2938926261462365
0.6,0.98,0.0009248977837803087,-0.2938926261462365
0.6,0.99,0.00047525418131387997,-0.2938926261462365
0.6,1.,-2.3070267526363067e-18,-0.2938926261462365
0.61,0.,8.620881786214354e-20,-0.3187119948743448
0.61,0.01,0.0005151604263251111,-0.3187119948743448
0.61,0.02,0.0010027824020325715,-0.3187119948743448
0.61,0.03,0.0014628659271223817,-0.3187119948743448
0.61,0.04,0.0018954110015945414,-0.3187119948743448
0.61,0.05,0.0023004176254490505,-0.3187119948743448
0.61,0.06,0.002682026259895907,-0.3187119948743448
0.61,0.07,0.0030431307169542475,-0.3187119948743448
0.61,0.08,0.003383730996624073,-0.3187119948743448
0.61,0.09,0.0037038270989053846,-0.3187119948743448
0.61,0.1,0.004003419023798182,-0.3187119948743448
0.61,0.11,0.0042855852716530045,-0.3187119948743448
0.61,0.12,0.004552450746569409,-0.3187119948743448
0.61,0.13,0.004804015448547395,-0.3187119948743448
0.61,0.14,0.005040279377586962,-0.3187119948743448
0.61,0.15,0.005261242533688109,-0.3187119948743448
0.61,0.16,0.005469176562855721,-0.3187119948743448
0.61,0.17,0.005665645756996897,-0.3187119948743448
0.61,0.18,0.005850650116111636,-0.3187119948743448
0.61,0.19,0.006024189640199939,-0.3187119948743448
0.61,0.2,0.0061862643292618065,-0.3187119948743448
0.61,0.21,0.006338546425194202,-0.3187119948743448
0.61,0.22,0.006482175258907131,-0.3187119948743448
0.61,0.23,0.006617150830400585,-0.3187119948743448
0.61,0.24,0.006743473139674564,-0.3187119948743448
0.61,0.25,0.0068611421867290695,-0.3187119948743448
0.61,0.26,0.006971379230333534,-0.3187119948743448
0.61,0.27,0.00707500136727002,-0.3187119948743448
0.61,0.28,0.007172008597538523,-0.3187119948743448
0.61,0.29,0.007262400921139045,-0.3187119948743448
0.61,0.3,0.007346178338071586,-0.3187119948743448
0.61,0.31,0.007424220472189413,-0.3187119948743448
0.61,0.32,0.007497094990342569,-0.3187119948743448
0.61,0.33,0.007564801892531047,-0.3187119948743448
0.61,0.34,0.00762734117875485,-0.3187119948743448
0.61,0.35000000000000003,0.007684712849013976,-0.3187119948743448
0.61,0.36,0.007737533439988071,-0.3187119948743448
0.61,0.37,0.007786171958116331,-0.3187119948743448
0.61,0.38,0.007830628403398748,-0.3187119948743448
0.61,0.39,0.00787090277583532,-0.3187119948743448
0.61,0.4,0.00790699507542605,-0.3187119948743448
0.61,0.41000000000000003,0.00793931385288121,-0.3187119948743448
0.61,0.42,0.007968062416057636,-0.3187119948743448
0.61,0.43,0.007993240764955318,-0.3187119948743448
0.61,0.44,0.008014848899574257,-0.3187119948743448
0.61,0.45,0.008032886819914452,-0.3187119948743448
0.61,0.46,0.00804759159381815,-0.3187119948743448
0.61,0.47000000000000003,0.008059018999242221,-0.3187119948743448
0.61,0.48,0.00806716903618666,-0.3187119948743448
0.61,0.49,0.00807204170465147,-0.3187119948743448
0.61,0.5,0.008073637004636649,-0.3187119948743448
0.61,0.51,0.008072041704651459,-0.3187119948743448
0.61,0.52,0.008067169036186655,-0.3187119948743448
0.61,0.53,0.008059018999242223,-0.3187119948743448
0.61,0.54,0.00804759159381816,-0.3187119948743448
0.61,0.55,0.008032886819914467,-0.3187119948743448
0.61,0.56,0.008014848899574259,-0.3187119948743448
0.61,0.5700000000000001,0.00799324076495532,-0.3187119948743448
0.61,0.58,0.00796806241605764,-0.3187119948743448
0.61,0.59,0.007939313852881213,-0.3187119948743448
0.61,0.6,0.007906995075426046,-0.3187119948743448
0.61,0.61,0.007870902775835319,-0.3187119948743448
0.61,0.62,0.007830628403398751,-0.3187119948743448
0.61,0.63,0.00778617195811634,-0.3187119948743448
0.61,0.64,0.007737533439988087,-0.3187119948743448
0.61,0.65,0.007684712849013993,-0.3187119948743448
0.61,0.66,0.007627341178754858,-0.3187119948743448
0.61,0.67,0.00756480189253106,-0.3187119948743448
0.61,0.68,0.007497094990342584,-0.3187119948743448
0.61,0.6900000000000001,0.007424220472189431,-0.3187119948743448
0.61,0.7000000000000001,0.0073461783380716,-0.3187119948743448
0.61,0.71,0.0072624009211390535,-0.3187119948743448
0.61,0.72,0.007172008597538535,-0.3187119948743448
0.61,0.73,0.007075001367270035,-0.3187119948743448
0.61,0.74,0.006971379230333553,-0.3187119948743448
0.61,0.75,0.006861142186729091,-0.3187119948743448
0.61,0.76,0.006743473139674586,-0.3187119948743448
0.61,0.77,0.006617150830400607,-0.3187119948743448
0.61,0.78,0.006482175258907154,-0.3187119948743448
0.61,0.79,0.006338546425194224,-0.3187119948743448
0.61,0.8,0.006186264329261819,-0.3187119948743448
0.61,0.81,0.006024189640199959,-0.3187119948743448
0.61,0.8200000000000001,0.005850650116111657,-0.3187119948743448
0.61,0.8300000000000001,0.005665645756996919,-0.3187119948743448
0.61,0.84,0.005469176562855746,-0.3187119948743448
0.61,0.85,0.005261242533688134,-0.3187119948743448
0.61,0.86,0.00504027937758699,-0.3187119948743448
0.61,0.87,0.004804015448547423,-0.3187119948743448
0.61,0.88,0.004552450746569437,-0.3187119948743448
0.61,0.89,0.00428558527165303,-0.3187119948743448
0.61,0.9,0.0040034190237982015,-0.3187119948743448
0.61,0.91,0.0037038270989054067,-0.3187119948743448
0.61,0.92,0.0033837309966240916,-0.3187119948743448
0.61,0.93,0.0030431307169542644,-0.3187119948743448
0.61,0.9400000000000001,0.002682026259895923,-0.3187119948743448
0.61,0.9500000000000001,0.0023004176254490688,-0.3187119948743448
0.61,0.96,0.001895411001594556,-0.3187119948743448
0.61,0.97,0.0014628659271223924,-0.3187119948743448
0.61,0.98,0.001002782402032578,-0.3187119948743448
0.61,0.99,0.0005151604263251135,-0.3187119948743448
0.61,1.,-1.867950238931826e-18,-0.3187119948743448
0.62,0.,3.0386804183990586e-19,-0.34227355296434436
0.62,0.01,0.0005530012569782143,-0.34227355296434436
0.62,0.02,0.0010765361915685814,-0.34227355296434436
0.62,0.03,0.001570604803771102,-0.34227355296434436
0.62,0.04,0.0020352070935857757,-0.34227355296434436
0.62,0.05,0.0024703430610126024,-0.34227355296434436
