"t","u","f"
2.48,0.12358494419738413,0.5013329342572166
2.49,0.14201633792067464,0.25116207811724744
2.5,0.1602012176108625,2.4492935982947065e-15
2.5100000000000002,0.17807759931727143,-0.2511620781172567
2.52,0.1955843613111135,-0.5013329342572117
2.5300000000000002,0.21266148187943823,-0.7495252583428988
2.54,0.2292502724322194,-0.9947595486594181
2.5500000000000003,0.24529360502042105,-1.236067977499794
2.56,0.26073613571131005,-1.4724982107387148
2.57,0.27552452052881005,-1.7031171662602793
2.58,0.2896076221882333,-1.9270146964068613
2.59,0.30293671107218295,-2.1433071799159853
2.6,0.31546565639682783,-2.3511410091698903
2.61,0.3271511050185449,-2.549695958994756
2.62,0.3379526524534877,-2.7381884237147505
2.63,0.3478330026499044,-2.9158745096856413
2.64,0.35675811304686195,-3.0820529711031606
2.65,0.364697328707285,-3.236067977499784
2.66,0.37162350524275634,-3.377311702008062
2.67,0.3775131154263083,-3.5052267201754552
2.68,0.38234634131724493,-3.6193082098640783
2.69,0.3861071558266297,-3.7191059435530054
2.7,0.38878338726267214,-3.8042260651806137
2.71,0.3903667664714591,-3.8743326445145234
2.72,0.3908529634590455,-3.929149002914756
2.73,0.3902416075580437,-3.9684588052579106
2.74,0.388536288767171,-3.9921069137130867
2.75,0.3857445474484399,-4.
2.7600000000000002,0.3818778489111492,-3.9921069137130862
2.77,0.37695153961316646,-3.968458805257911
2.7800000000000002,0.3709847902529231,-3.929149002914755
2.79,0.3640005254360273,-3.8743326445145247
2.8000000000000003,0.35602533579564416,-3.804226065180615
2.81,0.34708937702132225,-3.719105943553007
2.82,0.3372262569236903,-3.6193082098640805
2.83,0.3264729063754737,-3.505226720175458
2.84,0.31486943798784806,-3.3773117020080647
2.85,0.3024589944498035,-3.236067977499787
2.86,0.2892875827585138,-3.082052971103164
2.87,0.27540389758080225,-2.9158745096856453
2.88,0.2608591361398424,-2.7381884237147545
2.89,0.24570680155553581,-2.54969595899476
2.9,0.2300024971010366,-2.3511410091698948
2.91,0.21380371412317636,-2.14330717991599
2.92,0.19716961129302907,-1.9270146964068662
2.93,0.1801607871863747,-1.7031171662602842
2.94,0.16283904862550586,-1.47249821073872
2.95,0.1452671735568501,-1.2360679774997856
2.96,0.12750866996914595,-0.9947595486594164
2.97,0.10962753279954457,-0.7495252583428972
2.98,0.09168799868605543,-0.501332934257217
