"time","space","u","f"
0.,0.,0.,8.131393194811983
0.,0.01,0.,8.62558057377957
0.,0.02,0.,9.131520992466296
0.,0.03,0.,9.647822802302517
0.,0.04,0.,10.172950373606273
0.,0.05,0.,10.705228570379806
0.,0.06,0.,11.242848903936448
0.,0.07,0.,11.783877380972875
0.,0.08,0.,12.326264038245792
0.,0.09,0.,12.867854131459124
0.,0.1,0.,13.406400920712787
0.,0.11,0.,13.939579969337455
0.,0.12,0.,14.46500484759685
0.,0.13,0.,14.98024410805339
0.,0.14,0.,15.482839375844968
0.,0.15,0.,15.970324375187541
0.,0.16,0.,16.440244693563734
0.,0.17,0.,16.890178067720687
0.,0.18,0.,17.3177549611841
0.,0.19,3.3881317890172014e-21,17.72067919185751
0.,0.2,0.,18.096748360719193
0.,0.21,0.,18.443873828892162
0.,0.22,-3.3881317890172014e-21,18.760099990614588
0.,0.23,0.,19.0436225939701
0.,0.24,0.,19.292805869662462
0.,0.25,0.,19.506198240566654
0.,0.26,-3.3881317890172014e-21,19.682546401105704
0.,0.27,0.,19.82080757545767
0.,0.28,0.,19.92015978687983
0.,0.29,3.3881317890172014e-21,19.9800099966675
0.,0.3,0.,20.
0.,0.31,0.,19.9800099966675
0.,0.32,0.,19.92015978687983
0.,0.33,0.,19.82080757545767
0.,0.34,0.,19.682546401105704
0.,0.35000000000000003,3.3881317890172014e-21,19.506198240566654
0.,0.36,0.,19.292805869662462
0.,0.37,0.,19.0436225939701
0.,0.38,0.,18.760099990614588
0.,0.39,0.,18.443873828892162
0.,0.4,0.,18.09674836071919
0.,0.41000000000000003,0.,17.72067919185751
0.,0.42,0.,17.3177549611841
0.,0.43,0.,16.890178067720687
0.,0.44,-3.3881317890172014e-21,16.44024469356373
0.,0.45,3.3881317890172014e-21,15.97032437518754
0.,0.46,0.,15.482839375844966
0.,0.47000000000000003,0.,14.980244108053384
0.,0.48,0.,14.46500484759685
0.,0.49,0.,13.939579969337455
0.,0.5,0.,13.406400920712784
0.,0.51,0.,12.867854131459122
0.,0.52,0.,12.32626403824579
0.,0.53,0.,11.783877380972873
0.,0.54,0.,11.242848903936446
0.,0.55,1.6940658945086007e-21,10.705228570379804
0.,0.56,0.,10.172950373606271
0.,0.5700000000000001,0.,9.647822802302516
0.,0.58,0.,9.131520992466296
0.,0.59,0.,8.62558057377957
0.,0.6,0.,8.131393194811983
0.,0.61,0.,7.650203689435607
0.,0.62,0.,7.183108826588091
0.,0.63,1.6940658945086007e-21,6.731057567294739
0.,0.64,0.,6.2948527368556375
0.,0.65,0.,5.8751540064706544
0.,0.66,8.470329472543003e-22,5.47248206740816
0.,0.67,0.,5.087223872163891
0.,0.68,0.,4.719638810895167
0.,0.6900000000000001,0.,4.3698656876952615
0.,0.7000000000000001,0.,4.037930359893106
0.,0.71,0.,3.723753904386082
0.,0.72,0.,3.4271611778671485
0.,0.73,0.,3.147889642494744
0.,0.74,0.,2.8855983348557634
0.,0.75,0.,2.6398768637566032
0.,0.76,0.,2.4102543312029874
0.,0.77,0.,2.1962080806527826
0.,0.78,0.,1.9971721870060635
0.,0.79,0.,1.8125456135996767
0.,0.8,0.,1.641699972477976
0.,0.81,0.,1.4839868352106564
0.,0.8200000000000001,-2.117582368135751e-22,1.338744552335003
0.,0.8300000000000001,0.,1.2053045499459756
0.,0.84,0.,1.0829970818984849
0.,0.85,2.117582368135751e-22,0.971156425400199
0.,0.86,2.117582368135751e-22,0.8691255163620437
0.,0.87,0.,0.7762600286624322
0.,0.88,0.,0.6919319084178384
0.,0.89,1.0587911840678754e-22,0.6155323804058106
0.,0.9,1.0587911840678754e-22,0.5464744489458507
0.,0.91,0.,0.48419491981582685
0.,0.92,0.,0.4281559731896859
0.,0.93,0.,0.37784632016299086
0.,0.9400000000000001,0.,0.33278197723447195
0.,0.9500000000000001,0.,0.2925066941918839
0.,0.96,-5.293955920339377e-23,0.2565920712734866
0.,0.97,0.,0.2246374013118233
0.,0.98,2.6469779601696886e-23,0.19626927188639062
0.,0.99,0.,0.17114096138956042
0.,1.,0.,0.14893166141848688
0.01,0.,0.,7.970380821690283
0.01,0.01,0.00019563368016362498,8.454782634919257
0.01,0.02,0.00033413839074749696,8.950704762088249
0.01,0.03,0.0004305519768030593,9.45678311111559
0.01,0.04,0.0004971874429038361,9.971512459824329
0.01,0.05,0.0005438854782543113,10.493250842131857
0.01,0.06,0.0005782669817988099,11.020225579826814
0.01,0.07,0.0006059855873303769,11.550540975239095
0.01,0.08,0.0006309801885996573,12.082187657117293
0.01,0.09,0.000655727464423777,12.613053547961083
0.01,0.1,0.0006814944037952216,13.140936396301136
0.01,0.11,0.0007085908309907162,13.663557792397993
0.01,0.12,0.0007366219306801072,14.178578560990216
0.01,0.13,0.0007635890751607969,14.68361540052527
0.01,0.14,0.0007889377808676062,15.176258615224828
0.01,0.15,0.000813693506737169,15.654090764837363
